"network_id";"null_model";"replicate";"metric";"value"
"WOL_018_connectance";"connectance";6;"richness";797
"WOL_018_connectance";"connectance";6;"connectance";0,0338761838761839
"WOL_018_connectance";"connectance";6;"degree.shannon";6,327868679739
"WOL_018_connectance";"connectance";6;"degree.mean";7,36010037641154
"WOL_018_connectance";"connectance";6;"degree.sd";7,10948577110964
"WOL_018_connectance";"connectance";6;"degree.skewness";1,83956959404165
"WOL_018_connectance";"connectance";6;"degree.kurtosis";5,15668745946867
"WOL_018_connectance";"connectance";6;"modularity.betweenness";NA
"WOL_018_connectance";"connectance";6;"modularity.infomap";0,309850904778838
"WOL_018_connectance";"connectance";6;"nestedness";1,80439322482199
"WOL_018_connectance";"connectance";6;"centrality.degree";0,0360702885496666
"WOL_018_connectance";"connectance";6;"centrality.eigen";0,308828164813327
"WOL_018_connectance";"connectance";6;"interaction.overlap";0,0321482160883482
"WOL_018_connectance";"connectance";6;"link.density";7,36010037641154
