"network_id";"null_model";"replicate";"metric";"value"
"AI22_936_connectance";"connectance";48;"richness";44
"AI22_936_connectance";"connectance";48;"connectance";0,102173913043478
"AI22_936_connectance";"connectance";48;"degree.shannon";3,66658266540153
"AI22_936_connectance";"connectance";48;"degree.mean";2,13636363636364
"AI22_936_connectance";"connectance";48;"degree.sd";1,06946865944293
"AI22_936_connectance";"connectance";48;"degree.skewness";0,764820846154521
"AI22_936_connectance";"connectance";48;"degree.kurtosis";2,81598395522771
"AI22_936_connectance";"connectance";48;"modularity.betweenness";0,607741059302852
"AI22_936_connectance";"connectance";48;"modularity.infomap";0,618832050701675
"AI22_936_connectance";"connectance";48;"nestedness";3,39771101573677
"AI22_936_connectance";"connectance";48;"centrality.degree";0,0697674418604651
"AI22_936_connectance";"connectance";48;"centrality.eigen";0,53177818264129
"AI22_936_connectance";"connectance";48;"interaction.overlap";0,106071428571429
"AI22_936_connectance";"connectance";48;"link.density";2,13636363636364
