"network_id";"null_model";"replicate";"metric";"value"
"D21_36_connectance";"connectance";71;"richness";31
"D21_36_connectance";"connectance";71;"connectance";0,253588516746411
"D21_36_connectance";"connectance";71;"degree.shannon";3,29524143647137
"D21_36_connectance";"connectance";71;"degree.mean";3,41935483870968
"D21_36_connectance";"connectance";71;"degree.sd";1,83982233831399
"D21_36_connectance";"connectance";71;"degree.skewness";0,766947079190076
"D21_36_connectance";"connectance";71;"degree.kurtosis";3,43439855724132
"D21_36_connectance";"connectance";71;"modularity.betweenness";0,362050551797793
"D21_36_connectance";"connectance";71;"modularity.infomap";0,373620505517978
"D21_36_connectance";"connectance";71;"nestedness";12,7285513361463
"D21_36_connectance";"connectance";71;"centrality.degree";0,163218390804598
"D21_36_connectance";"connectance";71;"centrality.eigen";0,378588841723161
"D21_36_connectance";"connectance";71;"interaction.overlap";0,252996526403729
"D21_36_connectance";"connectance";71;"link.density";3,41935483870968
