"network_id";"null_model";"replicate";"metric";"value"
"B22_4_connectance";"connectance";28;"richness";30
"B22_4_connectance";"connectance";28;"connectance";0,205263157894737
"B22_4_connectance";"connectance";28;"degree.shannon";3,22258755093898
"B22_4_connectance";"connectance";28;"degree.mean";2,6
"B22_4_connectance";"connectance";28;"degree.sd";1,6103115997458
"B22_4_connectance";"connectance";28;"degree.skewness";0,723668313022852
"B22_4_connectance";"connectance";28;"degree.kurtosis";2,3601742870077
"B22_4_connectance";"connectance";28;"modularity.betweenness";0,467455621301775
"B22_4_connectance";"connectance";28;"modularity.infomap";0,493754109138724
"B22_4_connectance";"connectance";28;"nestedness";14,1814159292035
"B22_4_connectance";"connectance";28;"centrality.degree";0,125615763546798
"B22_4_connectance";"connectance";28;"centrality.eigen";0,377110361660135
"B22_4_connectance";"connectance";28;"interaction.overlap";0,202748098315965
"B22_4_connectance";"connectance";28;"link.density";2,6
