"network_id";"null_model";"replicate";"metric";"value"
"TI17_connectance";"connectance";53;"richness";94
"TI17_connectance";"connectance";53;"connectance";0,0379098360655738
"TI17_connectance";"connectance";53;"degree.shannon";4,4162842166277
"TI17_connectance";"connectance";53;"degree.mean";1,57446808510638
"TI17_connectance";"connectance";53;"degree.sd";0,861223956512801
"TI17_connectance";"connectance";53;"degree.skewness";1,44359553519258
"TI17_connectance";"connectance";53;"degree.kurtosis";4,21133594733832
"TI17_connectance";"connectance";53;"modularity.betweenness";0,91608838568298
"TI17_connectance";"connectance";53;"modularity.infomap";0,89417457998539
"TI17_connectance";"connectance";53;"nestedness";0,89372992598799
"TI17_connectance";"connectance";53;"centrality.degree";0,0266479663394109
"TI17_connectance";"connectance";53;"centrality.eigen";0,909503331654101
"TI17_connectance";"connectance";53;"interaction.overlap";0,0403180803571429
"TI17_connectance";"connectance";53;"link.density";1,57446808510638
