"network_id";"null_model";"replicate";"metric";"value"
"TI134_connectance";"connectance";70;"richness";1069
"TI134_connectance";"connectance";70;"connectance";0,00798177083333333
"TI134_connectance";"connectance";70;"degree.shannon";6,7735996507691
"TI134_connectance";"connectance";70;"degree.mean";3,44059869036483
"TI134_connectance";"connectance";70;"degree.sd";2,28442823816303
"TI134_connectance";"connectance";70;"degree.skewness";1,19112543008663
"TI134_connectance";"connectance";70;"degree.kurtosis";4,02557263510637
"TI134_connectance";"connectance";70;"modularity.betweenness";NA
"TI134_connectance";"connectance";70;"modularity.infomap";0,532748251659337
"TI134_connectance";"connectance";70;"nestedness";0,403770253870937
"TI134_connectance";"connectance";70;"centrality.degree";0,00802944304623906
"TI134_connectance";"connectance";70;"centrality.eigen";0,405930274094215
"TI134_connectance";"connectance";70;"interaction.overlap";0,0080872473308183
"TI134_connectance";"connectance";70;"link.density";3,44059869036483
