"network_id";"null_model";"replicate";"metric";"value"
"D21_27_connectance";"connectance";87;"richness";34
"D21_27_connectance";"connectance";87;"connectance";0,247933884297521
"D21_27_connectance";"connectance";87;"degree.shannon";3,41576334719689
"D21_27_connectance";"connectance";87;"degree.mean";3,52941176470588
"D21_27_connectance";"connectance";87;"degree.sd";1,74486769694937
"D21_27_connectance";"connectance";87;"degree.skewness";1,13128029393674
"D21_27_connectance";"connectance";87;"degree.kurtosis";4,3403517816694
"D21_27_connectance";"connectance";87;"modularity.betweenness";0,393888888888889
"D21_27_connectance";"connectance";87;"modularity.infomap";0,419027777777778
"D21_27_connectance";"connectance";87;"nestedness";12,8170594837261
"D21_27_connectance";"connectance";87;"centrality.degree";0,176136363636364
"D21_27_connectance";"connectance";87;"centrality.eigen";0,28294243989856
"D21_27_connectance";"connectance";87;"interaction.overlap";0,242801390528663
"D21_27_connectance";"connectance";87;"link.density";3,52941176470588
