"network_id";"null_model";"replicate";"metric";"value"
"B22_10_connectance";"connectance";46;"richness";131
"B22_10_connectance";"connectance";46;"connectance";0,120941558441558
"B22_10_connectance";"connectance";46;"degree.shannon";4,75648206304952
"B22_10_connectance";"connectance";46;"degree.mean";6,82442748091603
"B22_10_connectance";"connectance";46;"degree.sd";3,45182430257601
"B22_10_connectance";"connectance";46;"degree.skewness";0,973579546630161
"B22_10_connectance";"connectance";46;"degree.kurtosis";3,24257310030089
"B22_10_connectance";"connectance";46;"modularity.betweenness";0,267290262200401
"B22_10_connectance";"connectance";46;"modularity.infomap";0
"B22_10_connectance";"connectance";46;"nestedness";6,5684252336123
"B22_10_connectance";"connectance";46;"centrality.degree";0,0794871794871795
"B22_10_connectance";"connectance";46;"centrality.eigen";0,258367748952296
"B22_10_connectance";"connectance";46;"interaction.overlap";0,121445359251158
"B22_10_connectance";"connectance";46;"link.density";6,82442748091603
