"network_id";"null_model";"replicate";"metric";"value"
"AI22_93_connectance";"connectance";79;"richness";41
"AI22_93_connectance";"connectance";79;"connectance";0,112
"AI22_93_connectance";"connectance";79;"degree.shannon";3,58394615567065
"AI22_93_connectance";"connectance";79;"degree.mean";2,04878048780488
"AI22_93_connectance";"connectance";79;"degree.sd";1,09433129152453
"AI22_93_connectance";"connectance";79;"degree.skewness";0,946062295928789
"AI22_93_connectance";"connectance";79;"degree.kurtosis";3,03318075667514
"AI22_93_connectance";"connectance";79;"modularity.betweenness";0,667517006802721
"AI22_93_connectance";"connectance";79;"modularity.infomap";0,663832199546485
"AI22_93_connectance";"connectance";79;"nestedness";6,04651162790698
"AI22_93_connectance";"connectance";79;"centrality.degree";0,0775641025641026
"AI22_93_connectance";"connectance";79;"centrality.eigen";0,564304884791363
"AI22_93_connectance";"connectance";79;"interaction.overlap";0,118405643738977
"AI22_93_connectance";"connectance";79;"link.density";2,04878048780488
