"network_id";"null_model";"replicate";"metric";"value"
"M22_18_connectance";"connectance";29;"richness";58
"M22_18_connectance";"connectance";29;"connectance";0,210963455149502
"M22_18_connectance";"connectance";29;"degree.shannon";3,8541494993506
"M22_18_connectance";"connectance";29;"degree.mean";4,37931034482759
"M22_18_connectance";"connectance";29;"degree.sd";2,95479144754543
"M22_18_connectance";"connectance";29;"degree.skewness";0,98271412694801
"M22_18_connectance";"connectance";29;"degree.kurtosis";2,77977922920733
"M22_18_connectance";"connectance";29;"modularity.betweenness";0,353245706491413
"M22_18_connectance";"connectance";29;"modularity.infomap";0
"M22_18_connectance";"connectance";29;"nestedness";10,1562428249989
"M22_18_connectance";"connectance";29;"centrality.degree";0,138471177944862
"M22_18_connectance";"connectance";29;"centrality.eigen";0,292966024386824
"M22_18_connectance";"connectance";29;"interaction.overlap";0,241031895635408
"M22_18_connectance";"connectance";29;"link.density";4,37931034482759
