"network_id";"null_model";"replicate";"metric";"value"
"M22_183_connectance";"connectance";70;"richness";73
"M22_183_connectance";"connectance";70;"connectance";0,172765957446809
"M22_183_connectance";"connectance";70;"degree.shannon";4,19062659539777
"M22_183_connectance";"connectance";70;"degree.mean";5,56164383561644
"M22_183_connectance";"connectance";70;"degree.sd";2,53303891584059
"M22_183_connectance";"connectance";70;"degree.skewness";0,66056304973794
"M22_183_connectance";"connectance";70;"degree.kurtosis";2,66072270634938
"M22_183_connectance";"connectance";70;"modularity.betweenness";0,301062874614769
"M22_183_connectance";"connectance";70;"modularity.infomap";0
"M22_183_connectance";"connectance";70;"nestedness";9,73401973401973
"M22_183_connectance";"connectance";70;"centrality.degree";0,0919405320813771
"M22_183_connectance";"connectance";70;"centrality.eigen";0,249307634443547
"M22_183_connectance";"connectance";70;"interaction.overlap";0,171552068473752
"M22_183_connectance";"connectance";70;"link.density";5,56164383561644
