"network_id";"null_model";"replicate";"metric";"value"
"M22_61_connectance";"connectance";28;"richness";35
"M22_61_connectance";"connectance";28;"connectance";0,329166666666667
"M22_61_connectance";"connectance";28;"degree.shannon";3,42239126417649
"M22_61_connectance";"connectance";28;"degree.mean";4,51428571428571
"M22_61_connectance";"connectance";28;"degree.sd";2,3183593155433
"M22_61_connectance";"connectance";28;"degree.skewness";0,362320090755321
"M22_61_connectance";"connectance";28;"degree.kurtosis";2,28511018260709
"M22_61_connectance";"connectance";28;"modularity.betweenness";0,27727928216632
"M22_61_connectance";"connectance";28;"modularity.infomap";0
"M22_61_connectance";"connectance";28;"nestedness";13,1337217666523
"M22_61_connectance";"connectance";28;"centrality.degree";0,171122994652406
"M22_61_connectance";"connectance";28;"centrality.eigen";0,271104184346757
"M22_61_connectance";"connectance";28;"interaction.overlap";0,280311104790271
"M22_61_connectance";"connectance";28;"link.density";4,51428571428571
