"network_id";"null_model";"replicate";"metric";"value"
"D21_33_connectance";"connectance";6;"richness";44
"D21_33_connectance";"connectance";6;"connectance";0,219211822660099
"D21_33_connectance";"connectance";6;"degree.shannon";3,63801587637066
"D21_33_connectance";"connectance";6;"degree.mean";4,04545454545455
"D21_33_connectance";"connectance";6;"degree.sd";2,24079040721095
"D21_33_connectance";"connectance";6;"degree.skewness";0,770585340820841
"D21_33_connectance";"connectance";6;"degree.kurtosis";2,94704877562327
"D21_33_connectance";"connectance";6;"modularity.betweenness";0,363779825779573
"D21_33_connectance";"connectance";6;"modularity.infomap";0,0433657366494131
"D21_33_connectance";"connectance";6;"nestedness";11,5231572080887
"D21_33_connectance";"connectance";6;"centrality.degree";0,145071982281285
"D21_33_connectance";"connectance";6;"centrality.eigen";0,337403723383379
"D21_33_connectance";"connectance";6;"interaction.overlap";0,20690045850569
"D21_33_connectance";"connectance";6;"link.density";4,04545454545455
