"network_id";"null_model";"replicate";"metric";"value"
"B22_33_connectance";"connectance";17;"richness";46
"B22_33_connectance";"connectance";17;"connectance";0,24
"B22_33_connectance";"connectance";17;"degree.shannon";3,55762565065708
"B22_33_connectance";"connectance";17;"degree.mean";3,65217391304348
"B22_33_connectance";"connectance";17;"degree.sd";3,02741100468773
"B22_33_connectance";"connectance";17;"degree.skewness";1,72175372208192
"B22_33_connectance";"connectance";17;"degree.kurtosis";5,09921315516338
"B22_33_connectance";"connectance";17;"modularity.betweenness";0,33999433106576
"B22_33_connectance";"connectance";17;"modularity.infomap";0,236111111111111
"B22_33_connectance";"connectance";17;"nestedness";6,4600074822297
"B22_33_connectance";"connectance";17;"centrality.degree";0,217171717171717
"B22_33_connectance";"connectance";17;"centrality.eigen";0,395734704727503
"B22_33_connectance";"connectance";17;"interaction.overlap";0,254097132197307
"B22_33_connectance";"connectance";17;"link.density";3,65217391304348
