"network_id";"null_model";"replicate";"metric";"value"
"P22_140_connectance";"connectance";44;"richness";41
"P22_140_connectance";"connectance";44;"connectance";0,15
"P22_140_connectance";"connectance";44;"degree.shannon";3,49740349277476
"P22_140_connectance";"connectance";44;"degree.mean";2,19512195121951
"P22_140_connectance";"connectance";44;"degree.sd";1,56874969633658
"P22_140_connectance";"connectance";44;"degree.skewness";1,32479400635024
"P22_140_connectance";"connectance";44;"degree.kurtosis";4,02686303938488
"P22_140_connectance";"connectance";44;"modularity.betweenness";0,62
"P22_140_connectance";"connectance";44;"modularity.infomap";0,626172839506173
"P22_140_connectance";"connectance";44;"nestedness";4,67647058823529
"P22_140_connectance";"connectance";44;"centrality.degree";0,126282051282051
"P22_140_connectance";"connectance";44;"centrality.eigen";0,560194382873514
"P22_140_connectance";"connectance";44;"interaction.overlap";0,167668997668998
"P22_140_connectance";"connectance";44;"link.density";2,19512195121951
