"network_id";"null_model";"replicate";"metric";"value"
"AI22_362_connectance";"connectance";43;"richness";33
"AI22_362_connectance";"connectance";43;"connectance";0,120833333333333
"AI22_362_connectance";"connectance";43;"degree.shannon";3,36096996549772
"AI22_362_connectance";"connectance";43;"degree.mean";1,75757575757576
"AI22_362_connectance";"connectance";43;"degree.sd";1,03169469291741
"AI22_362_connectance";"connectance";43;"degree.skewness";2,23217965503766
"AI22_362_connectance";"connectance";43;"degree.kurtosis";9,63657058547891
"AI22_362_connectance";"connectance";43;"modularity.betweenness";0,746135552913199
"AI22_362_connectance";"connectance";43;"modularity.infomap";0,743757431629013
"AI22_362_connectance";"connectance";43;"nestedness";2,53623188405797
"AI22_362_connectance";"connectance";43;"centrality.degree";0,141129032258065
"AI22_362_connectance";"connectance";43;"centrality.eigen";0,725603825516279
"AI22_362_connectance";"connectance";43;"interaction.overlap";0,129398148148148
"AI22_362_connectance";"connectance";43;"link.density";1,75757575757576
