"network_id";"null_model";"replicate";"metric";"value"
"B22_41_connectance";"connectance";41;"richness";23
"B22_41_connectance";"connectance";41;"connectance";0,383333333333333
"B22_41_connectance";"connectance";41;"degree.shannon";3,05300242763216
"B22_41_connectance";"connectance";41;"degree.mean";4
"B22_41_connectance";"connectance";41;"degree.sd";1,67874411932904
"B22_41_connectance";"connectance";41;"degree.skewness";0,707308504876141
"B22_41_connectance";"connectance";41;"degree.kurtosis";2,95577523413111
"B22_41_connectance";"connectance";41;"modularity.betweenness";0,222589792060491
"B22_41_connectance";"connectance";41;"modularity.infomap";0
"B22_41_connectance";"connectance";41;"nestedness";18,3195592286501
"B22_41_connectance";"connectance";41;"centrality.degree";0,199134199134199
"B22_41_connectance";"connectance";41;"centrality.eigen";0,288912424093949
"B22_41_connectance";"connectance";41;"interaction.overlap";0,423913740580407
"B22_41_connectance";"connectance";41;"link.density";4
