"network_id";"null_model";"replicate";"metric";"value"
"WOL_020_connectance";"connectance";51;"richness";22
"WOL_020_connectance";"connectance";51;"connectance";0,277777777777778
"WOL_020_connectance";"connectance";51;"degree.shannon";3,01552938947762
"WOL_020_connectance";"connectance";51;"degree.mean";2,72727272727273
"WOL_020_connectance";"connectance";51;"degree.sd";1,07711334601942
"WOL_020_connectance";"connectance";51;"degree.skewness";0,326851710275933
"WOL_020_connectance";"connectance";51;"degree.kurtosis";2,2292269993317
"WOL_020_connectance";"connectance";51;"modularity.betweenness";0,426111111111111
"WOL_020_connectance";"connectance";51;"modularity.infomap";0,472777777777778
"WOL_020_connectance";"connectance";51;"nestedness";9,38438438438438
"WOL_020_connectance";"connectance";51;"centrality.degree";0,119047619047619
"WOL_020_connectance";"connectance";51;"centrality.eigen";0,31058694277392
"WOL_020_connectance";"connectance";51;"interaction.overlap";0,254971340388007
"WOL_020_connectance";"connectance";51;"link.density";2,72727272727273
