"network_id";"null_model";"replicate";"metric";"value"
"TI107_connectance";"connectance";28;"richness";30
"TI107_connectance";"connectance";28;"connectance";0,101010101010101
"TI107_connectance";"connectance";28;"degree.shannon";3,31614345664574
"TI107_connectance";"connectance";28;"degree.mean";1,33333333333333
"TI107_connectance";"connectance";28;"degree.sd";0,606478434863123
"TI107_connectance";"connectance";28;"degree.skewness";1,60717385882797
"TI107_connectance";"connectance";28;"degree.kurtosis";4,453125
"TI107_connectance";"connectance";28;"modularity.betweenness";0,88
"TI107_connectance";"connectance";28;"modularity.infomap";0,88
"TI107_connectance";"connectance";28;"nestedness";0,884955752212389
"TI107_connectance";"connectance";28;"centrality.degree";0,061576354679803
"TI107_connectance";"connectance";28;"centrality.eigen";0,891578159202482
"TI107_connectance";"connectance";28;"interaction.overlap";0,0991735537190083
"TI107_connectance";"connectance";28;"link.density";1,33333333333333
