"network_id";"null_model";"replicate";"metric";"value"
"M22_15_connectance";"connectance";27;"richness";42
"M22_15_connectance";"connectance";27;"connectance";0,385057471264368
"M22_15_connectance";"connectance";27;"degree.shannon";3,59817035943439
"M22_15_connectance";"connectance";27;"degree.mean";6,38095238095238
"M22_15_connectance";"connectance";27;"degree.sd";3,51964785483823
"M22_15_connectance";"connectance";27;"degree.skewness";0,993760301783996
"M22_15_connectance";"connectance";27;"degree.kurtosis";3,17681514807782
"M22_15_connectance";"connectance";27;"modularity.betweenness";0,0811427934952104
"M22_15_connectance";"connectance";27;"modularity.infomap";0
"M22_15_connectance";"connectance";27;"nestedness";23,6828130840107
"M22_15_connectance";"connectance";27;"centrality.degree";0,246341463414634
"M22_15_connectance";"connectance";27;"centrality.eigen";0,221200233766515
"M22_15_connectance";"connectance";27;"interaction.overlap";0,401024106315349
"M22_15_connectance";"connectance";27;"link.density";6,38095238095238
