"network_id";"null_model";"replicate";"metric";"value"
"P22_081_connectance";"connectance";22;"richness";114
"P22_081_connectance";"connectance";22;"connectance";0,101136363636364
"P22_081_connectance";"connectance";22;"degree.shannon";4,54971667054995
"P22_081_connectance";"connectance";22;"degree.mean";4,68421052631579
"P22_081_connectance";"connectance";22;"degree.sd";3,01417239253557
"P22_081_connectance";"connectance";22;"degree.skewness";1,23219162068811
"P22_081_connectance";"connectance";22;"degree.kurtosis";4,02988428139992
"P22_081_connectance";"connectance";22;"modularity.betweenness";0,412966937395671
"P22_081_connectance";"connectance";22;"modularity.infomap";0,427716758546199
"P22_081_connectance";"connectance";22;"nestedness";5,08671412333833
"P22_081_connectance";"connectance";22;"centrality.degree";0,0839127686472819
"P22_081_connectance";"connectance";22;"centrality.eigen";0,315450490731737
"P22_081_connectance";"connectance";22;"interaction.overlap";0,113505166971696
"P22_081_connectance";"connectance";22;"link.density";4,68421052631579
