"network_id";"null_model";"replicate";"metric";"value"
"WOL_031_connectance";"connectance";98;"richness";78
"WOL_031_connectance";"connectance";98;"connectance";0,149590163934426
"WOL_031_connectance";"connectance";98;"degree.shannon";4,10501487454367
"WOL_031_connectance";"connectance";98;"degree.mean";3,74358974358974
"WOL_031_connectance";"connectance";98;"degree.sd";2,91630391160258
"WOL_031_connectance";"connectance";98;"degree.skewness";1,45087145684916
"WOL_031_connectance";"connectance";98;"degree.kurtosis";4,04370809619502
"WOL_031_connectance";"connectance";98;"modularity.betweenness";0,449920247701257
"WOL_031_connectance";"connectance";98;"modularity.infomap";0,460522612122349
"WOL_031_connectance";"connectance";98;"nestedness";5,37705201998183
"WOL_031_connectance";"connectance";98;"centrality.degree";0,123376623376623
"WOL_031_connectance";"connectance";98;"centrality.eigen";0,341979298586596
"WOL_031_connectance";"connectance";98;"interaction.overlap";0,139994020133768
"WOL_031_connectance";"connectance";98;"link.density";3,74358974358974
