"network_id";"null_model";"replicate";"metric";"value"
"AI22_83_connectance";"connectance";92;"richness";33
"AI22_83_connectance";"connectance";92;"connectance";0,15
"AI22_83_connectance";"connectance";92;"degree.shannon";3,31803562150338
"AI22_83_connectance";"connectance";92;"degree.mean";2
"AI22_83_connectance";"connectance";92;"degree.sd";1,3228756555323
"AI22_83_connectance";"connectance";92;"degree.skewness";1,56271499978529
"AI22_83_connectance";"connectance";92;"degree.kurtosis";4,75637755102041
"AI22_83_connectance";"connectance";92;"modularity.betweenness";0,609274563820018
"AI22_83_connectance";"connectance";92;"modularity.infomap";0,586317722681359
"AI22_83_connectance";"connectance";92;"nestedness";4,58612975391499
"AI22_83_connectance";"connectance";92;"centrality.degree";0,133064516129032
"AI22_83_connectance";"connectance";92;"centrality.eigen";0,532927497063898
"AI22_83_connectance";"connectance";92;"interaction.overlap";0,151431457431457
"AI22_83_connectance";"connectance";92;"link.density";2
