"node_id";"taxonomy_name";"taxonomy_rank"
"TI_PLANT_1147";"calathea_calatheamacrosepala";"species"
"TI_PLANT_1148";"calathea_calatheamarantifolia";"species"
"TI_PLANT_1149";"laguna_lagunaaguabuena";"species"
"TI_PLANT_1150";"maranta_marantaarundinacea";"species"
"TI_PLANT_1151";"pleiostachya_pleiostachyaleiostachya";"species"
"TI_PLANT_1152";"stromanthe_stromanthetonckat";"species"
"TI_PLANT_1153";"thalia_thaliageniculata";"species"
"TI_PLANT_1154";"bunchosia_bunchosiapolystachia";"species"
"TI_PLANT_1155";"mascagnia_mascagniasinemariensis";"species"
"TI_PLANT_1156";"byttneria_byttneriacatalpifolia";"species"
"TI_PLANT_1157";"malvaviscus_malvaviscusarboreus";"species"
"TI_PLANT_1158";"malvaviscus_malvaviscusconcinnus";"species"
"TI_PLANT_1159";"malvaviscus_malvaviscuspalmanus";"genus"
"TI_PLANT_1160";"pavonia_pavoniaperuviana";"species"
"TI_PLANT_1161";"pavonia_pavoniaschiedeana";"species"
"TI_PLANT_1162";"byttneria_byttneriaaculeata";"species"
"TI_PLANT_1163";"asterogyne_asterogynemartiana";"species"
"TI_PLANT_1164";"calyptrogyne_calyptrogynetrichostachys";"species"
"TI_PLANT_1165";"geonoma_geonomacongesta";"species"
"TI_PLANT_1166";"geonoma_geonomaferruginea";"species"
"TI_PLANT_1167";"geonoma_geonomainterrupta";"species"
"TI_PLANT_1168";"astrocaryum_astrocaryumalatum";"species"
"TI_PLANT_1169";"bactris_bactrismajor";"species"
"TI_PLANT_1170";"chamaedorea_chamaedoreacostaricana";"species"
"TI_PLANT_1171";"cryosophila_cryosophilawarscewiczii";"species"
"TI_PLANT_1172";"synechanthus_synechanthuswarscewiczianus";"species"
"TI_PLANT_1173";"bactris_bactrishondurensis";"species"
"TI_PLANT_1174";"bactris_bactrisgrayumii";"species"
"TI_PLANT_1175";"geonoma_geonomadeversa";"species"
"TI_PLANT_1176";"desmoncus_desmoncusschippii";"species"
"TI_PLANT_1177";"justicia_justiciaoerstedii";"species"
"TI_PLANT_1178";"aphelandra_aphelandraaurantiaca";"species"
"TI_PLANT_1179";"aphelandra_aphelandrascabra";"species"
"TI_PLANT_1180";"aphelandra_aphelandratridentata";"species"
"TI_PLANT_1181";"blechum_blechumpyramidatum";"species"
"TI_PLANT_1182";"ruellia_ruelliainundata";"species"
"TI_PLANT_1183";"justicia_justiciamacrantha";"species"
"TI_PLANT_1184";"combretum_combretumfarinosum";"species"
"TI_PLANT_1185";"terminalia_terminaliaamazonia";"species"
"TI_PLANT_1186";"terminalia_terminaliaoblonga";"species"
"TI_PLANT_1187";"erythroxylum_erythroxylumhavanense";"species"
"TI_PLANT_1188";"erythroxylum_erythroxylummacrophyllum";"species"
"TI_PLANT_1189";"banisteriopsis_banisteriopsismuricata";"species"
"TI_PLANT_1190";"byrsonima_byrsonimacrassifolia";"species"
"TI_PLANT_1191";"heteropterys_heteropteryslaurifolia";"species"
"TI_PLANT_1192";"heteropterys_heteropterysmacrostachya";"species"
"TI_PLANT_1193";"heteropterys_heteropterysobovata";"species"
"TI_PLANT_1194";"hiraea_hiraeareclinata";"species"
"TI_PLANT_1195";"tetrapterys_tetrapterystinifolia";"species"
"TI_PLANT_1196";"calycophyllum_calycophyllumcandidissimum";"species"
"TI_PLANT_1197";"combretum_combretumlaxum";"species"
"TI_PLANT_1198";"banisteripsis_banisteripsismuricata";"species"
"TI_PLANT_1199";"bunchosia_bunchosiaodorata";"species"
"TI_PLANT_1200";"hiraea_hiraeafagifolia";"species"
"TI_PLANT_1201";"hiraea_hiraeasmilacina";"species"
"TI_PLANT_1202";"stigmaphyllon_stigmaphyllonlindenianum";"species"
"TI_PLANT_1203";"tetrapterys_tetrapterysdiscolor";"species"
"TI_PLANT_1204";"rhynchosia_rhynchosiaminima";"species"
"TI_PLANT_1205";"rhynchosia_rhynchosiapyramidalis";"species"
"TI_PLANT_1206";"rhynchosia_rhynchosiaquercetorum";"species"
"TI_PLANT_1207";"rhynchosia_rhynchosiareticulata";"species"
"TI_PLANT_1208";"diphysa_diphysahumilis";"species"
"TI_PLANT_1209";"nisslia_nissliafruticosa";"species"
"TI_PLANT_1210";"stigmaphyllon_stigmaphyllonellipticum";"species"
"TI_PLANT_1211";"triplaris_triplarismelaenodendron";"species"
"TI_PLANT_1212";"couepia_couepiapolyandra";"species"
"TI_PLANT_1213";"licania_licaniaarborea";"species"
"TI_PLANT_1214";"licania_licaniahypoleuca";"species"
"TI_PLANT_1215";"arundinella_arundinelladeppeana";"species"
"TI_PLANT_1216";"ischaemum_ischaemumtimorense";"species"
"TI_PLANT_1217";"megathyrsus_megathyrsusmaximus_introduced";"species"
"TI_PLANT_1218";"oryza_oryzalatifolia";"species"
"TI_PLANT_1219";"panicum_panicummaximum";"species"
"TI_PLANT_1220";"paspalum_paspalumvirgatum";"genus"
"TI_PLANT_1221";"pennisetum_pennisetumpurpureum";"species"
"TI_PLANT_1222";"zacate_zacatemechudo";"species"
"TI_PLANT_1223";"rottboellia_rottboelliacochinchinensis_introduced";"species"
"TI_PLANT_1224";"setaria_setariapaniculifera";"species"
"TI_PLANT_1225";"setaria_setariapoiretiana";"species"
"TI_PLANT_1226";"bactris_bactrisgasipaes_introduced";"species"
"TI_PLANT_1227";"bactris_bactrisgracilior";"species"
"TI_PLANT_1228";"chamaedorea_chamaedoreadammeriana";"species"
"TI_PLANT_1229";"chamaedorea_chamaedoreapinnatifrons";"species"
"TI_PLANT_1230";"lonchocarpus_lonchocarpusacuminatus";"species"
"TI_PLANT_1231";"lonchocarpus_lonchocarpusorotinus";"species"
"TI_PLANT_1232";"mimosa_mimosaalbida";"species"
"TI_PLANT_1233";"mimosa_mimosacamporum";"species"
"TI_PLANT_1234";"mimosa_mimosadormiens";"species"
"TI_PLANT_1235";"mimosa_mimosapudica";"species"
"TI_PLANT_1236";"mimosa_mimosaquadrivalvis";"species"
"TI_PLANT_1237";"mimosa_mimosaskinneri";"species"
"TI_PLANT_1238";"mimosa_mimosaxanthocentra";"species"
"TI_PLANT_1239";"senna_sennapallida";"species"
"TI_PLANT_1240";"senna_sennaobtusifolia";"species"
"TI_PLANT_1241";"senna_sennaskinneri";"species"
"TI_PLANT_1242";"acacia_acaciavillosa";"species"
"TI_PLANT_1243";"acroceras_acroceraszizanioides";"species"
"TI_PLANT_1244";"oplismenus_oplismenusburmannii";"species"
"TI_PLANT_1245";"panicum_panicumtrichoides";"species"
"TI_PLANT_1246";"scleria_sclerialatifolia";"species"
"TI_PLANT_1247";"ischaemum_ischaemumlatifolium";"species"
"TI_PLANT_1248";"paspalum_paspalumarundinaceum";"genus"
"TI_PLANT_1249";"paspalum_paspalumconvexum";"genus"
"TI_PLANT_1250";"saccharum_saccharumspontaneum_introduced";"genus"
"TI_PLANT_1251";"urochloa_urochloaarrecta";"species"
"TI_PLANT_1252";"dendropanax_dendropanaxgonatopodus";"species"
"TI_PLANT_1253";"dendropanax_dendropanaxquerceti";"species"
"TI_PLANT_1254";"guatteria_guatteriaaeruginosa";"species"
"TI_PLANT_1255";"guatteria_guatteriadiospyroides";"genus"
"TI_PLANT_1256";"guatteria_guatteriadolichopoda";"species"
"TI_PLANT_1257";"guatteria_guatteriatonduzii";"species"
"TI_PLANT_1258";"xylopia_xylopiafrutescens";"species"
"TI_PLANT_1259";"conostegia_conostegiasetifera";"species"
"TI_PLANT_1260";"conostegia_conostegiaxalapensis";"species"
"TI_PLANT_1261";"graffenrieda_graffenriedagaleottii";"species"
"TI_PLANT_1262";"miconia_miconiaargentea";"species"
"TI_PLANT_1263";"costus_costuslaevis";"species"
"TI_PLANT_1264";"costus_costusmalortieanus";"species"
"TI_PLANT_1265";"costus_costusscaber";"species"
"TI_PLANT_1266";"dichorisandra_dichorisandraamabilis";"species"
"TI_PLANT_1267";"arundinella_arundinelladeppeana_coladecaballo";"species"
"TI_PLANT_1268";"cynodon_cynodonnlemfuensis_introduced";"species"
"TI_PLANT_1269";"hyparrhenia_hyparrheniarufa_introduced";"species"
"TI_PLANT_1270";"lasiacis_lasiacisprocerrima";"genus"
"TI_PLANT_1271";"olyra_olyralatifolia";"species"
"TI_PLANT_1272";"paspalum_paspalumnutans";"genus"
"TI_PLANT_1273";"hedychium_hedychiumcoronarium";"species"
"TI_PLANT_1274";"hedychium_hedychiumcoronarium_introduced";"species"
"TI_PLANT_1275";"renealmia_renealmiaalpinia";"species"
"TI_PLANT_1276";"renealmia_renealmiaaromatica";"species"
"TI_PLANT_1277";"renealmia_renealmiacernua";"species"
"TI_PLANT_1278";"renealmia_renealmiamexicana";"species"
"TI_PLANT_1279";"renealmia_renealmiapluriplicata";"species"
"TI_PLANT_1280";"heliconia_heliconialatispatha";"genus"
"TI_PLANT_1281";"calathea_calatheapanamensis";"species"
"TI_PLANT_1282";"hylaeanthe_hylaeanthehoffmannii";"species"
"TI_PLANT_1283";"hedychium_hedychiumgardnerianum_introduced";"species"
"TI_PLANT_1284";"bactris_bactrisriopalma";"species"
"TI_PLANT_1285";"geonoma_geonomacuneata";"species"
"TI_PLANT_1286";"leersia_leersiahexandra";"species"
"TI_PLANT_1287";"hirtella_hirtellaracemosa";"species"
"TI_PLANT_1288";"hirtella_hirtellatriandra";"species"
"TI_PLANT_1289";"otoba_otobaacuminata";"species"
"TI_PLANT_1290";"otoba_otobanovogranatensis";"species"
"TI_PLANT_1291";"virola_virolaguatemalensis";"species"
"TI_PLANT_1292";"virola_virolakoschnyi";"species"
"TI_PLANT_1293";"virola_virolasebifera";"species"
"TI_PLANT_1294";"croton_crotonbillbergianus";"species"
"TI_PLANT_1295";"cinnamomum_cinnamomumtriplinerve";"species"
"TI_PLANT_1296";"nectandra_nectandrahihua";"species"
"TI_PLANT_1297";"nectandra_nectandralatifolia";"species"
"TI_PLANT_1298";"nectandra_nectandramartinicensis";"species"
"TI_PLANT_1299";"nectandra_nectandramembranacea";"species"
"TI_PLANT_1300";"nectandra_nectandrapurpurea";"species"
"TI_PLANT_1301";"nectandra_nectandrasmithii";"species"
"TI_PLANT_1302";"nectandra_nectandraumbrosa";"species"
"TI_PLANT_1303";"ocotea_ocoteaatirrensis";"species"
"TI_PLANT_1304";"ocotea_ocoteacernua";"species"
"TI_PLANT_1305";"ocotea_ocoteadendrodaphne";"species"
"TI_PLANT_1306";"ocotea_ocoteainsularis";"species"
"TI_PLANT_1307";"ocotea_ocoteanicaraguensis";"species"
"TI_PLANT_1308";"ocotea_ocoteatenera";"species"
"TI_PLANT_1309";"ocotea_ocoteawhitei";"species"
"TI_PLANT_1310";"persea_perseapovedae";"species"
"TI_PLANT_1311";"persea_perseaschiedeana";"species"
"TI_PLANT_1312";"bambusa_bambusavulgaris_introduced";"species"
"TI_PLANT_1313";"alfaroa_alfaroaguanacastensis";"species"
"TI_PLANT_1314";"oreomunnea_oreomunneapterocarpa";"species"
"TI_PLANT_1315";"eschweilera_eschweileraneei";"species"
"TI_PLANT_1316";"pachira_pachiraaquatica";"species"
"TI_PLANT_1317";"spirotheca_spirothecarosea";"genus"
"TI_PLANT_1318";"quercus_quercusoleoides";"species"
"TI_PLANT_1319";"cyperus_cyperusligularis";"species"
"TI_PLANT_1320";"cyperus_cyperusluzulae";"species"
"TI_PLANT_1321";"cyperus_cyperusodoratus";"species"
"TI_PLANT_1322";"olyza_olyzalatifolia";"species"
"TI_PLANT_1323";"indigofera_indigoferacostaricensis";"species"
"TI_PLANT_1324";"indigofera_indigoferasuffruticosa";"species"
"TI_PLANT_1325";"desmopsis_desmopsisbibracteata";"species"
"TI_PLANT_1326";"desmopsis_desmopsisschippii";"species"
"TI_PLANT_1327";"oxandra_oxandravenezuelana";"species"
"TI_PLANT_1328";"gaudichaudia_gaudichaudiahexandra";"species"
"TI_PLANT_1329";"heteropterys_heteropteryspanamensis";"genus"
"TI_PLANT_1330";"malpighia_malpighiaalbiflora";"species"
"TI_PLANT_1331";"malpighia_malpighiaglabra";"species"
"TI_PLANT_1332";"esenbeckia_esenbeckiaberlandieri";"species"
"TI_PLANT_1333";"esenbeckia_esenbeckiapentaphylla";"species"
"TI_PLANT_1334";"sida_sidarhombifolia";"species"
"TI_PLANT_1335";"malachra_malachraalceifolia";"species"
"TI_PLANT_1336";"allosidastrum_allosidastrumpyramidatum";"species"
"TI_PLANT_1337";"herissantia_herissantiacrispa";"genus"
"TI_PLANT_1338";"peltaea_peltaeasessiliflora";"species"
"TI_PLANT_1339";"briquetia_briquetiaspicata";"genus"
"TI_PLANT_1340";"wissadula_wissadulaexcelsior";"species"
"TI_PLANT_1341";"waltheria_waltheriaglomerata";"species"
"TI_PLANT_1342";"swartzia_swartziacubensis";"species"
"TI_PLANT_1343";"swartzia_swartziasimplex";"species"
"TI_PLANT_1344";"guadua_guaduapaniculata";"species"
"TI_PLANT_1345";"lasiacis_lasiacissorghoidea";"species"
"TI_PLANT_1346";"weinmannia_weinmanniawercklei";"species"
"TI_PLANT_1347";"beilschmiedia_beilschmiediabrenesii";"species"
"TI_PLANT_1348";"nectandra_nectandrasalicifolia";"species"
"TI_PLANT_1349";"ocotea_ocoteaveraguensis";"species"
"TI_PLANT_1350";"persea_perseaamericana_introduced";"species"
"TI_PLANT_1351";"hampea_hampeaappendiculata";"species"
"TI_PLANT_1352";"meliosma_meliosmaglabrata";"species"
"TI_PLANT_1353";"costus_costusbracteatus";"species"
"TI_PLANT_1354";"lasiacis_lasiacisruscifolia";"species"
"TI_PLANT_1355";"panicum_panicumtrichidiachne";"species"
"TI_PLANT_1356";"rhipidocladum_rhipidocladumracemiflorum";"species"
"TI_PLANT_1357";"homolepis_homolepisaturensis";"species"
"TI_PLANT_1358";"panicum_panicummaximun";"species"
"TI_PLANT_1359";"panicum_panicumtrichanthum";"species"
"TI_PLANT_1360";"panicum_panicumvulgaris";"species"
"TI_PLANT_1361";"saccharum_saccharumspontaneum";"genus"
"TI_PLANT_1362";"marila_marilalaxiflora";"species"
"TI_PLANT_1363";"ochroma_ochromapyramidale";"species"
"TI_PLANT_1364";"hyeronima_hyeronimaoblonga";"species"
"TI_PLANT_1365";"angostura_angosturanicaraguensis";"species"
"TI_PLANT_1366";"cissampelos_cissampelospareira";"genus"
"TI_PLANT_1367";"cissampelos_cissampelostropaeolifolia";"species"
"TI_PLANT_1368";"mendoncia_mendonciatonduzii";"species"
"TI_PLANT_1369";"tetrapterys_tetrapterysschiedeana";"species"
"TI_PLANT_1370";"guarea_guareaexcelsa";"species"
"TI_PLANT_1371";"guarea_guareamontana";"species"
"TI_PLANT_1372";"trichilia_trichiliaamericana";"species"
"TI_PLANT_1373";"trichilia_trichiliaglabra";"species"
"TI_PLANT_1374";"trichilia_trichiliahirta";"species"
"TI_PLANT_1375";"trichilia_trichiliatrifolia";"species"
"TI_PLANT_1376";"guarea_guareabullata";"species"
"TI_PLANT_1377";"guarea_guareakegelii";"species"
"TI_PLANT_1378";"guarea_guarearhopalocarpa";"species"
"TI_PLANT_1379";"guarea_guareaglabra";"species"
"TI_PLANT_1380";"guarea_guareapittieri";"species"
"TI_PLANT_1381";"guarea_guareazarceronensis";"species"
"TI_PLANT_1382";"trichilia_trichiliaadolfi";"species"
"TI_PLANT_1383";"trichilia_trichiliaquadrijuga";"species"
"TI_PLANT_1384";"casearia_caseariaarguta";"species"
"TI_PLANT_1385";"casearia_casearianitida";"species"
"TI_PLANT_1386";"casearia_caseariasylvestris";"species"
"TI_PLANT_1387";"zuelania_zuelaniaguidonia";"species"
"TI_PLANT_1388";"gymnosporia_gymnosporiahaberiana";"genus"
"TI_PLANT_1389";"maytenus_maytenusguyanensis";"species"
"TI_PLANT_1390";"maytenus_maytenussegoviarum";"species"
"TI_PLANT_1391";"cupania_cupaniaguatemalensis";"species"
"TI_PLANT_1392";"paullinia_paulliniacururu";"species"
"TI_PLANT_1393";"serjania_serjaniaatrolineata";"species"
"TI_PLANT_1394";"serjania_serjaniamexicana";"species"
"TI_PLANT_1395";"serjania_serjaniarhombea";"species"
"TI_PLANT_1396";"inga_ingachocoensis";"species"
"TI_PLANT_1397";"inga_ingaherrerae";"species"
"TI_PLANT_1398";"cupania_cupaniacinerea";"species"
"TI_PLANT_1399";"cupania_cupaniaglabra";"species"
"TI_PLANT_1400";"cupania_cupanialatifolia";"species"
"TI_PLANT_1401";"cupania_cupaniamacrophylla";"species"
"TI_PLANT_1402";"cupania_cupaniarufescens";"species"
"TI_PLANT_1403";"paullinia_paulliniafaginea";"species"
"TI_PLANT_1404";"paullinia_paulliniafuscescens";"species"
"TI_PLANT_1405";"talisia_talisiamacrophylla";"species"
"TI_PLANT_1406";"allophylus_allophyluspsilospermus";"genus"
"TI_PLANT_1407";"paulinia_pauliniagrandifolia";"species"
"TI_PLANT_1408";"paullinia_paulliniabracteosa";"species"
"TI_PLANT_1409";"paullinia_paulliniacostaricensis";"species"
"TI_PLANT_1410";"paullinia_paulliniafasciculata";"species"
"TI_PLANT_1411";"paullinia_paulliniagrandifolia";"species"
"TI_PLANT_1412";"paullinia_paulliniapinnata";"species"
"TI_PLANT_1413";"serjania_serjaniacostaricensis";"species"
"TI_PLANT_1414";"serjania_serjaniaschiedeana";"species"
"TI_PLANT_1415";"serjania_serjaniavalerii";"species"
"TI_PLANT_1416";"urvillea_urvilleaulmacea";"species"
"TI_PLANT_1417";"pterocarpus_pterocarpushayesii";"species"
"TI_PLANT_1418";"billia_billiahippocastanum";"species"
"TI_PLANT_1419";"sapindus_sapindussaponaria";"species"
"TI_PLANT_1420";"thouinidium_thouinidiumdecandrum";"species"
"TI_PLANT_1421";"aechmea_aechmeabracteata";"species"
"TI_PLANT_1422";"aechmea_aechmeamagdalenae";"species"
"TI_PLANT_1423";"bromelia_bromeliapinguin";"species"
"TI_PLANT_1424";"vriesea_vrieseagladioliflora";"species"
"TI_PLANT_1425";"calathea_calatheacrotalifera";"species"
"TI_PLANT_1426";"calathea_calatheainsignis";"species"
"TI_PLANT_1427";"pleiostachya_pleiostachyapruinosa";"species"
"TI_PLANT_1428";"guzmania_guzmaniadonnellsmithii";"species"
"TI_PLANT_1429";"vernonia_vernoniapatens";"species"
"TI_PLANT_1430";"brugmansia_brugmansiacandida";"species"
"TI_PLANT_1431";"cestrum_cestrumglandulosum";"species"
"TI_PLANT_1432";"cestrum_cestrummegalophyllum";"species"
"TI_PLANT_1433";"cestrum_cestrumracemosum";"species"
"TI_PLANT_1434";"lycianthes_lycianthesheteroclita";"species"
"TI_PLANT_1435";"lycianthes_lycianthesmultiflora";"species"
"TI_PLANT_1436";"solanaceae_solanaceaeumbellatum";"species"
"TI_PLANT_1437";"solanum_solanumaphyodendron";"species"
"TI_PLANT_1438";"solanum_solanumcandidum";"species"
"TI_PLANT_1439";"solanum_solanumhayesii";"species"
"TI_PLANT_1440";"solanum_solanumhazenii";"species"
"TI_PLANT_1441";"solanum_solanumhirtum";"species"
"TI_PLANT_1442";"solanum_solanumlanceifolium";"species"
"TI_PLANT_1443";"solanum_solanumpertenue";"species"
"TI_PLANT_1444";"solanum_solanumquitoense_introduced";"species"
"TI_PLANT_1445";"solanum_solanumrovirosanum";"species"
"TI_PLANT_1446";"solanum_solanumrudepannum";"species"
"TI_PLANT_1447";"solanum_solanumrugosum";"species"
"TI_PLANT_1448";"solanum_solanumschlechtendalianum";"species"
"TI_PLANT_1449";"solanum_solanumtorvum";"species"
"TI_PLANT_1450";"witheringia_witheringiasolanacea";"species"
"TI_PLANT_1451";"callicarpa_callicarpaacuminata";"species"
"TI_PLANT_1452";"heliocarpus_heliocarpusamericanus";"species"
"TI_PLANT_1453";"heliocarpus_heliocarpusappendiculatus";"species"
"TI_PLANT_1454";"muntingia_muntingiacalabura";"species"
"TI_PLANT_1455";"paspalum_paspalumbotteri";"genus"
"TI_PLANT_1456";"pharus_pharusparvifolius";"genus"
"TI_PLANT_1457";"steinchisma_steinchismalaxa";"species"
"TI_PLANT_1458";"diphysa_diphysaamericana";"species"
"TI_PLANT_1459";"gliricidia_gliricidiasepium";"species"
"TI_PLANT_1460";"machaerium_machaeriumfalciforme";"species"
"TI_PLANT_1461";"machaerium_machaeriumrobinifolium";"species"
"TI_PLANT_1462";"scleria_scleria15249";"species"
"TI_PLANT_1463";"cryptochloa_cryptochloastrictiflora";"species"
"TI_PLANT_1464";"lasiacis_lasiacis18301";"species"
"TI_PLANT_1465";"olyra_olyra15363";"species"
"TI_PLANT_1466";"poaceae_poaceae15083";"species"
"TI_PLANT_1467";"poaceae_poaceae15138";"species"
"TI_PLANT_1468";"poaceae_poaceae15456";"species"
"TI_PLANT_1469";"poaceae_poaceae18381";"species"
"TI_PLANT_1470";"piper_piperaequale";"species"
"TI_PLANT_1471";"piper_piperchrysostachyum";"species"
"TI_PLANT_1472";"piper_pipercenocladum";"species"
"TI_PLANT_1473";"piper_piperfimbriulatum";"species"
"TI_PLANT_1474";"piper_pipersancti-felicis";"species"
"TI_PLANT_1475";"piper_piperaduncum";"species"
"TI_PLANT_1476";"piper_piperepigynium";"species"
"TI_PLANT_1477";"piper_piperflavidum";"species"
"TI_PLANT_1478";"piper_piperauritum";"species"
"TI_PLANT_1479";"piper_pipermarginatum";"species"
"TI_PLANT_1480";"piper_piperpeltatum";"species"
"TI_PLANT_1481";"piper_pipertuberculatum";"species"
"TI_PLANT_1482";"prunus_prunusannularis";"species"
"TI_PLANT_1483";"lasiacis_lasiacissorghoides_poaceapeluda";"species"
"TI_PLANT_1484";"panicum_panicumvigatum";"species"
"TI_PLANT_1485";"paspalum_paspalumvirgatum_zacatonzacaton";"genus"
"TI_PLANT_1486";"urochloa_urochloaarrecta_tanel";"species"
"TI_PLANT_1487";"miconia_miconiatrinervia";"species"
"TI_PLANT_1488";"calyptranthes_calyptrantheschytraculia";"species"
"TI_PLANT_1489";"eugenia_eugeniabasilaris";"species"
"TI_PLANT_1490";"eugenia_eugeniamonticola";"species"
"TI_PLANT_1491";"eugenia_eugeniasiggersii";"species"
"TI_PLANT_1492";"myrcia_myrciasplendens";"genus"
"TI_PLANT_1493";"laciacis_laciacis18357";"species"
"TI_PLANT_1494";"streptochaeta_streptochaetaspicata";"genus"
"TI_PLANT_1495";"zacate_zacatebambu";"species"
"TI_PLANT_1496";"cochlospermum_cochlospermumvitifolium";"genus"
"TI_PLANT_1497";"convolvulus_convolvulusnodiflorus";"species"
"TI_PLANT_1498";"ipomoea_ipomoeabatatas";"species"
"TI_PLANT_1499";"ipomoea_ipomoeaphillomega";"species"
"TI_PLANT_1500";"ipomoea_ipomoeatrifida";"species"
"TI_PLANT_1501";"merremia_merremiaumbellata";"species"
"TI_PLANT_1502";"hyparrhenia_hyparrheniarufa";"species"
"TI_PLANT_1503";"paspalum_paspalum13214";"genus"
"TI_PLANT_1504";"lonchocarpus_lonchocarpusofficinalis";"species"
"TI_PLANT_1505";"ormosia_ormosiapanamensis";"species"
"TI_PLANT_1506";"inga_ingasertulifera";"species"
"TI_PLANT_1507";"eugenia_eugenia14539";"species"
"TI_PLANT_1508";"eugenia_eugeniaacapulcensis";"species"
"TI_PLANT_1509";"eugenia_eugeniacarthagenensis";"species"
"TI_PLANT_1510";"eugenia_eugeniasalamensis";"species"
"TI_PLANT_1511";"psidium_psidiumsartorianum";"species"
"TI_PLANT_1512";"syzygium_syzygiumjambos_introduced";"species"
"TI_PLANT_1513";"calyptranthes_calyptranthespallens";"genus"
"TI_PLANT_1514";"eugenia_eugenia14017";"species"
"TI_PLANT_1515";"eugenia_eugeniaglandulosopunctata";"species"
"TI_PLANT_1516";"eugenia_eugeniaoerstedeana";"species"
"TI_PLANT_1517";"eugenia_eugeniatruncata";"species"
"TI_PLANT_1518";"pimenta_pimentaguatemalensis";"species"
"TI_PLANT_1519";"plinia_pliniasalticola";"species"
"TI_PLANT_1520";"melicoccus_melicoccusbijugatus_introduced";"species"
"TI_PLANT_1521";"nephelium_nepheliumlappaceum_introduced";"species"
"TI_PLANT_1522";"trichospermum_trichospermumgaleottii";"genus"
"TI_PLANT_1523";"trichospermum_trichospermumgrewiifolium";"genus"
"TI_PLANT_1524";"allenanthus_allenanthuserythrocarpus";"species"
"TI_PLANT_1525";"coutarea_coutareahexandra";"species"
"TI_PLANT_1526";"exostema_exostemacaribaeum";"species"
"TI_PLANT_1527";"exostema_exostemamexicanum";"species"
"TI_PLANT_1528";"chiococca_chiococcaalba";"species"
"TI_PLANT_1529";"exostema_exostema14319";"species"
"TI_PLANT_1530";"acosmium_acosmiumpanamense";"species"
"TI_PLANT_1531";"ateleia_ateleiaherbert-smithii";"species"
"TI_PLANT_1532";"pterocarpus_pterocarpusmichelianus";"species"
"TI_PLANT_1533";"macfadyena_macfadyena15033";"species"
"TI_PLANT_1534";"anemopaegma_anemopaegmachrysanthum";"species"
"TI_PLANT_1535";"anemopaegma_anemopaegmaorbiculatum";"species"
"TI_PLANT_1536";"anemopaegma_anemopaegmapuberulum";"species"
"TI_PLANT_1537";"arrabidaea_arrabidaeachica";"species"
"TI_PLANT_1538";"arrabidaea_arrabidaeacostaricensis";"species"
"TI_PLANT_1539";"arrabidaea_arrabidaeastysophyllum";"species"
"TI_PLANT_1540";"ceratophytum_ceratophytumtetragonolobum";"species"
"TI_PLANT_1541";"lundia_lundiapuberula";"species"
"TI_PLANT_1542";"paragonia_paragoniapyramidata";"species"
"TI_PLANT_1543";"stizophyllum_stizophyllumriparium";"species"
"TI_PLANT_1544";"erythrina_erythrina14276";"species"
"TI_PLANT_1545";"lonchocarpus_lonchocarpus15044";"species"
"TI_PLANT_1546";"lonchocarpus_lonchocarpus16333";"species"
"TI_PLANT_1547";"myrospermum_myrospermumfrutescens";"genus"
"TI_PLANT_1548";"karwinskia_karwinskiacalderonii";"species"
"TI_PLANT_1549";"sida_sidaacuta";"species"
"TI_PLANT_1550";"sida_sidaglomerata";"species"
"TI_PLANT_1551";"vismia_vismiabillbergiana";"species"
"TI_PLANT_1552";"picramnia_picramniaantidesma";"species"
"TI_PLANT_1553";"picramnia_picramnialatifolia";"species"
"TI_PLANT_1554";"vismia_vismiabaccifera";"species"
"TI_PLANT_1555";"vismia_vismiaferruginea";"species"
"TI_PLANT_1556";"vismia_vismiamacrophylla";"species"
"TI_PLANT_1557";"siparuna_siparunaandina";"species"
"TI_PLANT_1558";"siparuna_siparunatetraceroides";"species"
"TI_PLANT_1559";"siparuna_siparunathecophora";"species"
"TI_PLANT_1560";"piper_piperamalago";"species"
"TI_PLANT_1561";"piper_piperumbellatum";"species"
"TI_PLANT_1562";"piper_piperarboreum";"species"
"TI_PLANT_1563";"piper_piperarboreus";"species"
"TI_PLANT_1564";"piper_pipercolonense";"species"
"TI_PLANT_1565";"piper_piperguanacastense";"species"
"TI_PLANT_1566";"piper_piperguanacastensis";"species"
"TI_PLANT_1567";"piper_piperhojaoscuraarrugado15524";"species"
"TI_PLANT_1568";"piper_piperimperialis";"species"
"TI_PLANT_1569";"piper_piperjaquemontianum";"species"
"TI_PLANT_1570";"piper_piperphytolaccifolium";"species"
"TI_PLANT_1571";"piper_piperpseudo-lindenii";"species"
"TI_PLANT_1572";"piper_piperpseudofuligineum";"species"
"TI_PLANT_1573";"piper_piperpsilorhachis";"species"
"TI_PLANT_1574";"piper_piperreticulatum";"species"
"TI_PLANT_1575";"piper_piperyucatanensis";"species"
"TI_PLANT_1576";"pothomorphe_pothomorphepeltata";"species"
"TI_PLANT_1577";"talauma_talaumagloriensis";"species"
"TI_PLANT_1578";"piper_piperimperiale";"species"
"TI_PLANT_1579";"zacate_zacate14377";"species"
"TI_PLANT_1580";"zacate_zacate15301";"species"
"TI_PLANT_1581";"calathea_calatheavillosa";"species"
"TI_PLANT_1582";"beilschmiedia_beilschmiediacostaricensis";"species"
